,file_path,digital_urdu
104,test/051_012_42.jpg,والی دنیا کامکین بننا اس کے فن کا رانہ مزاج کے منالی ہے۔ اسی لئے
105,test/051_012_43.jpg,اچھا ڈرامہ نگار، اس کے باوجود اپنے فن کی بنیاد تکلفات و طلسمات کی
106,test/051_012_44.jpg,عارضی قدرون پر رکھتا ہے ۔اپنے  آپ کو انہیں کے اندر مقید اور
107,test/051_012_45.jpg,محصور نہیں رکھ سکتا۔ یہ صحیح ہے کہ اس کی فنی تخلیق کا جائزہ اسی محدود
108,test/051_012_46.jpg,دنیا کے ضابطوں کے مطابق لیا جاتا ہے، لیکن حقیقت یہ ہے کہ اس کی
109,test/051_012_47.jpg,فنی تخلیقی کا شرچشمہ اس دنیا سے باہر کی حقیقی دنیا اور زندگی ہے اور
110,test/051_012_48.jpg,اس لئے اگر ہم ڈرامے کی پوری تاریخ کا مطالعہ ذرا وقت نظر سے کریں
111,test/051_012_49.jpg,تو یہ حقیقت ہماری نظر کے سامنے آتی ہے کہ دنیا کے سب عظیم ڈراما
112,test/051_012_50.jpg,نگاروں نے تھیٹر اور اسٹیج کے حدود میں وہ کر بھی ، اور ان کی فنی قدروں کو
113,test/051_012_51.jpg,اپنے تخلیقی فنی عمل کا رہنما بناتے وقت بھی ان قدروں کی طرف
114,test/051_012_52.jpg,سے آنکھیں  بند نہیں کیں جو زیادہ مستل، زیادہ پائداراور
115,test/051_012_53.jpg,اس لئے ہمیشہ زندہ رہنے والی ہیں _ یہ قدریں روحانی
116,test/051_012_54.jpg,حقائق انسانی صداقر اور ادبی حسن کی قدریں ہیں۔ اور چیزوں سے
117,test/051_012_55.jpg,قطع نظر ادبی حسن کی یہی قدریں ہیں جن کی بدولت، ڈرامائی ادب کے
118,test/051_012_56.jpg,شاہکاروں کو ہمیشگی ملی ہے۔ ادبی قدروں کی اسی اہمیت کا
119,test/051_012_57.jpg,احساس ہے جو ڈراما نگاری کے مکتلف کردار میں مختلف صورتیں
120,test/051_012_58.jpg,اختیار کر تا رہا ہے ۔اس احساس کا اظہار سب سے زیادہ لفظوں کے
121,test/051_012_59.jpg,فن کاررانہ اور حسن آفریں استعمال کی شکل میں ہوا ہے۔ اور جن
122,test/051_012_60.jpg,ڈراما نگاروں نے اس جمالیاتی احساس کو ڈرامے کی تخلیقی عمل
123,test/051_012_61.jpg,کی شکل دی ہے انہوں نے گویا اس عام خیال کی تردید کی ہے کہ
124,test/051_017_0.jpg,سرودِ رفتہ : مولانا محمد علی کی ایک قدیم تحریر
125,test/051_017_1.jpg,اکبرعلی خاں
126,test/051_017_2.jpg,مولانا محمد علی صرف ہندوستان کی تحریک آزادی وحریت کے رہنمائی نہیں تھے بلکہ تعلیم کے معاملے میں بھی ایک باغی اور انقلابی سوچ رکھتے
127,test/051_017_3.jpg,تھے۔ انہیں ایک کامیاب ماہر تعلیم کہاجا سکتا ہے۔ انہوں نے اپنی سیاسی مشغولیوں کے ساتھ ساتھ علی گڑھ سے مایوس ہوکر جامعہ ملیہ کا جو عملی نقشہ مرتب
128,test/051_017_4.jpg,کیا وہ ان کے بھر پور پر خلوص توجہ اور مگن کی وجہ سے ہندوستان کے تعلیمی تجربات میں بہت اونچا مقام رکھتا ہے۔ وہ ہمارے سیاسی رہنماؤں میں اپنے
129,test/051_017_5.jpg,نونہالوں کی تعلیم وتربیت کی ضرورت کو سختی سے محسوس کرتے تھے اور چاہتے تھے کہ آزادی کی تحریک کے ساتھ ساتھ نئے ذہنوں کو نئی اور روح پر
130,test/051_017_6.jpg,غذا بھی میسر آتی رہے۔ یہی وجہ ہے کہ خود ان کی رہنمایانہ زندگی میں بے باک جذباتیت کا کوئی نشان نہیں ۔وہ شاید اس حیثیت سے بھی منفرد قرار
131,test/051_017_7.jpg,دئے جائیں گے۔
132,test/051_017_8.jpg,خود ان کے ذہن کی تشکیل میں بی اماں کا ہاتھ برائے نام نہیں تھا۔ انکی سوجھ بوجھ، ان کے اندازفکر اور ان کی تربیت کا اقرار مولاناعلی نے
133,test/051_017_9.jpg,بھی سرسری طور پر نہیں کیاہے۔ وہ پوری شدت سے بی اماں سے متاثر ہوئے۔ ان کی تعلیمی زندگی ختم ہونے کے بعد قومی مصروفتیوں میں بھی ان کا بہت
134,test/051_017_10.jpg,بڑا سہارا بنی ہیں۔ وہ بڑی روشن دماغ اور پیش بیں ہستی تھیں۔ اسی لئے انہوں نے اپنے قدامت پرست خاندان کی شدید مکالفت کے باوجود
135,test/051_017_11.jpg,محمد علی کو مغربی تعلیم کے سپرد کردیا۔ شاید انکا یہ اقدام ہندوستانی مسلمانوں کی بیداری  کے لئے ایک بیش قیمت انعام تھا جس نے محمد علی کو وہ
136,test/051_017_12.jpg,کچھ بنادیا جو دوسری صورت میں ممکن نہ تھا۔
137,test/051_017_13.jpg,محمد علی کی قومی تحریکات اور مشغولیتوں میں جو رخ بی اماں نے اختیار کیا تھا اس سے بھی یہی اندازہ ہوتا ہے کہ ان کے سامنے محمد علی کی
138,test/051_017_14.jpg,دنیاوی زندگی ہی کا سدھار نہیں تھا بلکہ وہ اپنے بیٹے کو قوم کے سپرد کرنے کے لئے تیار کرہی تھیں۔ ’’جان بیٹا خلافت پذیر، صرف نفلی اور کھوکھلا
139,test/051_017_15.jpg,نعرہ نہیں ہے ، اس کے ذزریعے بی اماں کے سارے جذبات اور مان کی بزرگ، ہمدرد اور وطن دوست شخصیت مجسم ہوکر سامنے آجاتی ہے اپنے تمام
140,test/051_017_16.jpg,انقلابی دلولوں کے ساتھ۔
141,test/051_017_17.jpg,محمد علی بھی اپنے بچپن ہی سے تنگ وتاریک روایات کے حبس یجاسے باہر نکلنے کے لئے بے چین نظر آتے ہیں اور ان کی  نہ شان کے
142,test/051_017_18.jpg,نقوش بہت واضح طور پر مل جاتے ہیں۔ وہ سرگشتۂ خمار رسوم عویود نہ رہ سکے۔ اور بچپن میں ان کے ذہن نے جس روشنی کا اکتساب کیا وہ ہندوستان
143,test/051_017_19.jpg,کے چپے چپے پت پھیل کرہی۔
144,test/051_017_20.jpg,جو تحریر ہم آگے  چل کر پیش کرنے والے ہیں اس سے اس محمد علی کا سراغ لگانے میں کوئی دشواری نہیں جو مغربی تقسیم کو فقط پسندی
145,test/051_017_21.jpg,نہیں کرتا تھا بلکہ یہ چاہتاتھا کہ اس دولت بیدار کو عام کرتا چلے جس کا وہ خود سرمایہ دار ہے ۔ اس تحریر سے تنگ اور سجدووکودی کی نفی بھی ہوتی
146,test/051_017_22.jpg,ہے اور وسعت خیال کا پتہ بھی چلتا ہے۔
147,test/051_017_23.jpg,یہ تحریر مولانا محمد علی کی عام شاعرانہ بے کیفی کو پرکھنے میں بھی مدد گار ہوسکتا ہے۔ انہوں نے اپنی شاعری میں مجاز سے جو افراراختیار کیا ہے
148,test/051_017_24.jpg,اس کے لئے ان کے ذہن میں بچپن ہی سے زمین ہموار ہوچکی تھی۔ اور وہ ’’امقیمان کوٹے ولداریم کو بھی گوارتا کرنے کے لئے تیار نہ تھے پاکبازی
149,test/051_017_25.jpg,سے دلدارگی کا رجحان اور شاعرانہ رندی ویباکی سے دوری کا اظہار یہ دونوں باتیں اسی تحریر میں ان کے قلم سے نکل چکی ہیں۔ وہ کسی بھی شعریت‘‘
150,test/051_017_26.jpg,کو زندگی میں درکنار صرف شاعری میں بھی  داخل کرنا نہیں چاہتے تھے ان کا کلام ملاحظہ کیجئے۔ وہ تو امیر مینائی بھی نہ بن سکے۔ اسی لئے ان کے
151,test/051_015_0.jpg,ڈرامے کے حسن اور تاثیر میںالفاظ کے موزوں استعمال کو کوئی  دخل
152,test/051_015_1.jpg,نہیں۔ حالانکہ اس بحث سے قطع نظر کہ ڈراما اسٹیج کے لئے خاص ہونے
153,test/051_015_2.jpg,کی وجہ سے کوئی ادبی اہمیت رکھتا ہے یا نہیں عام ادبی نقطۂ نظر سے
154,test/051_015_3.jpg,دیکھا جائے تو اس بات سے انکار ممکن ہی نہیں کہ ڈراما بن ہونے کے
155,test/051_015_4.jpg,ساتھ ساتھ ادب بھی ہے۔ ادب تخیل تجربے کے اظہار اور ابلاغ کا دوسرا
156,test/051_015_5.jpg,نام ہے، جس میں لفظوں کی ایک خاص ماترتیب و ینظیم سے کام لیا
157,test/051_015_6.jpg,جانا ہے۔ اس لحاظ سے ڈراما بہی ادب ہے کہ وہ الفاظ کی موزوں
158,test/051_015_7.jpg,ترتیب وتنظیم کے ساتھ تخیل تجربے کے اظہار کی ایک خاص صورت ہے۔
159,test/051_015_8.jpg,چونکہ الفاظ کی اس ترتیب وتنظیم میں ڈراما نگار کے فنی اور جمالیاتی
160,test/051_015_9.jpg,ادارے، احساس اور عمل کو دخل ہے اس لئے یہ بھی ادب کی دوسری
161,test/051_015_10.jpg,اصناب کی طرح ادب کی ایک صنف ہے۔ یہ صحیح ہے کہ الفاظ کی اس
162,test/051_015_11.jpg,ترتیب و تنظیم کا مقصد یہ ہے کہ انہیں کوئی کردار یا کئی کردار اسٹیج پر
163,test/051_015_12.jpg,ادا کریں گے اور اس طرح ادائیگی سے ایک تخیل تجربے کو دوسرے
164,test/051_015_13.jpg,تک پہنچائیں گے لیکن اس مقصد کی تکمیل میں الفاظ ابلاغ کا واحد
165,test/051_015_14.jpg,وسیلہ ہیں اس لئے اُن کی حیثیت محض ثانوی  یاجزوی ہونے کے
166,test/051_015_15.jpg,بجائے بنیادی ہے۔
167,test/051_015_16.jpg,ڈرامے کوطلسم و فریب کی ایک دنیا کہا گہا ہے اور طلسم وفریب
168,test/051_015_17.jpg,کی اس دنیا میں کرداروں کے حرکات وسکنات اور اس میں سے بھی زیادہ
169,test/051_015_18.jpg,مکالمے سے جان پڑتی ہے، اس لئے یہ نتیجہ نکالنا غلط نہیں کہ طلسم و
170,test/051_015_19.jpg,فریب کی اس دنیا کی تشکیل و تعمیر لفظوں کی ایک خاص طرح کی ترتیب
171,test/051_015_20.jpg,وتنظیم کے بغیر ممکن نہیں۔ اور لفظوں کی اس ترتیب و تنظیم کا نام ادب
172,test/051_015_21.jpg,ہے۔ یہ بات لفظوں کے اس استعمال پر بھی صادق آتی ہے جس میں
173,test/051_015_22.jpg,مکالمے کو زندگی کی عام سطح پر رکھا جاتا ہے اور اس نظم و ترتیب پر بھی
174,test/051_015_23.jpg,جس میں شاعر بقول شخصے انسانوں کی زبان کے بجائے دیوتاؤں کی
175,test/051_015_24.jpg,زبان استعمال کرتا ہے ۔ پچھلی ایک صدی کا مغربی ڈراما اس بات کی
176,test/051_015_25.jpg,جیتی جاگتی مثال ہے کہ عام بول چال کی زبان اور بیان کے حسن اور
177,test/051_015_26.jpg,رنگینی میں کتنا قریبی اور ایک حد تک لازم وملزوم کا تعلق ہے۔
178,test/051_015_27.jpg,وپرکاری اور بہ یک وقت فنی اور ادبی حسن کے شاہ کار ہیں کہ اس نے
179,test/051_015_28.jpg,سیدھی سادی روزمرہ زبان کو نازک سے نازک تخیل تجربے اور
180,test/051_015_29.jpg,پیچیدہ سے پیچیدہ انسانی کیفیت کے اظہار کا وسیلہ بنایا اور یوں ڈرامے
181,test/051_015_30.jpg,میں زبانو بیان کی حیثیت کو مسلم بنایا ۔ یہ الفاظ اسیکے ہیں کہ
182,test/051_015_31.jpg,‘‘میں ڈرامے کے ذریعے انسانی زندگی کی مصوری کرنا چاہتا ہوں
183,test/051_015_32.jpg,اس لئے انسے دیوتاؤں کی زبانمیں گفتگو نہیں کرواتا’’۔ ابسن
184,test/051_015_33.jpg,نے جس زبان کو دیاتاؤں  کی پر تکلف اور پر شکوہ زبان کہ اہے
185,test/051_015_34.jpg,اس کے مقابلے میں  انسانوں کی بے تتکلف اور  سادہ زبان لکھنے
186,test/051_015_35.jpg,کا فن کہیں زیادہ دشورا اور اس سے کہیں زیادہ فنی اور ادبی کاوش
187,test/051_015_36.jpg,اور عمل کا  طلاب ہے بحیثیت ڈراما نگار کے ابسن کی تخلیقی
188,test/051_015_37.jpg,زندگی ککو چارا ودار میں تقسیم ککیا گیا ہے۔ ان چارا دار میں سے
189,test/051_015_38.jpg,تیسرا  دورنشری ڈراموں کا وہ دور ہے جس میں اس نے اپنے
190,test/051_015_39.jpg,دونوں  ڈراموں کو جہاں ایک طرف ڈرامائی فن کے نقطہ نظر سے
191,test/051_015_40.jpg,شاہ کار سمجھا ہے، ددوسری طرف ان کے ادبی  محاسن کی بناپر
192,test/051_015_41.jpg,پھلی صدی کے چند منتخب ڈراموں میں جگہ دی گئی ہے۔
193,test/051_015_42.jpg,ڈرامائی فن کی ادبی اہمیت کے متعلق اس  دور کے عظیم
194,test/051_015_43.jpg,ڈراما نگار برنارڈ شاکا نقطہ نظر بھی البسن کے نقطۂ نظر سے ملتاجلتا
195,test/051_015_44.jpg,ہے۔ اپنے ایک بہت مششہور ڈدرامے کے متعلق(جو نظم معری میں
196,test/051_015_45.jpg,لکھا گیا ہے)  شانے  یہ بات للکھی ہے کہ ‘‘میں نےے یہ ڈراما نظمی معریٰ
197,test/051_015_46.jpg,میں اس لئے لکھا  کہ مجھے فرصت کم تھی’’ گویا شاکے نزدیک ادنیٰ
198,test/051_015_47.jpg,درجے کی نظم کا لکھا اعلیٰ درجے کی نثر لکھنے کے مقابلے میں آسان
199,test/051_015_48.jpg,ہے شانے ایک اور جگہ تھیڑ اور ڈرامے کے رشتے کے ضمن میں
200,test/051_015_49.jpg,ڈرامے کی ادبی اہمیت کی بڑی پرزور وکالت کی ہے۔ وہ
201,test/051_015_50.jpg,کہتا ہے تھیٹر ڈرامے کی بدولت زندہ ہے نہ کہ ڈراما تھیڑ کی بدولت
202,test/051_015_51.jpg,وہ اسٹییج کے سہارے سے نہیں بلکہ اس قوت سے زندہ اور قائم
203,test/051_015_52.jpg,ہے جو ا س کی فطرت کاجزولازم ہے۔’’ ڈرامے میں ایک نیا
204,test/051_015_53.jpg,انقلاب پیدا کرنے کی ضرورت پر زور دیتے ہوئے اس نے
205,test/051_015_54.jpg,کہا ہے ڈرامے کو ایک باراس کا ادبی مقام ملتا چاہئے۔ ڈرامے کو
206,test/051_015_55.jpg,دوسروں کے سہارے سے نہیں  بلکہ اپنے ادبی اوصاف کی
207,test/051_015_56.jpg,ایک معنی خیز جملے سے ہوتی ہے۔ ‘‘ڈرامے کو اس کی عظمت لفظوں
208,test/051_015_57.jpg,کی بدولت ملی۔ اور اب اسے شاہانہ مقام صرف لفظوں ہی کی بدولت
209,test/141_012_0.jpg,۸
210,test/141_012_1.jpg,غلط
211,test/141_012_2.jpg,صحیح
212,test/141_012_3.jpg,زبان
213,test/141_012_4.jpg,معنی
214,test/141_012_5.jpg,عربی
215,test/141_012_6.jpg,عربی
216,test/141_012_7.jpg,فارسی
217,test/141_012_8.jpg,فارسی
218,test/141_012_9.jpg,ترکی
219,test/141_012_10.jpg,خوشخبری
220,test/141_012_11.jpg,جمع پونجی
221,test/141_012_12.jpg,نام شہر
222,test/141_012_13.jpg,چھوٹا باغ
223,test/141_012_14.jpg,نام حکیم یونان
224,test/141_012_15.jpg,ایک قسم کا سفید وآبدار شفاف پتھر
225,test/141_012_16.jpg,کان کی
226,test/141_012_17.jpg,پیشاب
227,test/141_012_18.jpg,شجاع
228,test/141_012_19.jpg,ردیف باے فارسی
229,test/141_012_20.jpg,پاستان
230,test/141_012_21.jpg,باستان
231,test/141_012_22.jpg,فارسی
232,test/141_012_23.jpg,گدشتہ
233,test/141_012_24.jpg,بشارت۔ بُشارت
234,test/141_012_25.jpg,بضاعت
235,test/141_012_26.jpg,بغداد
