index,file_path,digital_urdu,english
3090,test/052_011_7.jpg,چہررے تو فق ہیں اور کھلے ہیں سرونکے بال,The faces are fair and the hair is open.
3091,test/052_011_5.jpg,پھر کس طرح نہ بھائی کی چھاتی پہاڑ ہو,Then how can the breast of the brother not be a mountain
3092,test/052_011_4.jpg,جب ایسا بھائی ظلم کی تیغوں میں آڑ ہو,When such a brother is sheltered from the swords of oppression
3093,test/052_011_3.jpg,کلغی پہ لاکھ بار تصدق ہما کے پر,"A million times over, we believe in you."
3094,test/052_011_2.jpg,شوکت میں رشک تاج سلیماں تھا خود سر,The jealous Taj Suleiman himself was in love with Shaukat.
3095,test/052_011_1.jpg,تلوار ہاتھ میں تھی سپر دوش پاک پر,"The sword was in his hand, the super-sin was on the holy one."
3096,test/052_011_0.jpg,پر تو سے رُخ کے برق چمکتی تھی خاک پر,But the light of your face shone on the dust.
3097,test/052_008_30.jpg,جس پر درود پڑھتے ہیں یہ خاک انھیں کی ہے,This dust on which blessings are recited belongs to them
3098,test/052_008_29.jpg,تسبیح ہر طرف تہِ افلاک انہیں کی ہے,Glory be to Him everywhere
3099,test/052_008_27.jpg,پر سب وحید عصروحق آگاہ و خاکسار,"But all are aware of the times, the truth, and the humble."
3100,test/052_008_26.jpg,اٹھا رہ نوجوان میں اگر کیجئے شار,Take care of the youth
3101,test/052_008_24.jpg,سجدوں میں چاند تھے مہ نو تھے رکوع میں,There were moons in prostrations and moons in bowing
3102,test/052_008_23.jpg,خم گردنیں تھیں سب کی خضوع و خشوع میں,Everyone's necks were bowed in submission and humility.
3103,test/052_008_22.jpg,خوف خدا سے کانپتے تھے بند بند,They used to tremble with fear of God
3104,test/052_008_21.jpg,ایماں کا نور چہروں پہ تھا چاند سے دو چند,The light of faith on the faces was brighter than the moon.
3105,test/052_008_20.jpg,کرد بیان عرش تھے سب جس سے بہرہ مند,The Kurdish statement was the throne from which all benefited.
3106,test/052_008_19.jpg,باہم مکبروں کی صدائیں وہ دلپند,The sounds of the mutual tombs are so delightful.
3107,test/052_008_18.jpg,سب آیتیں تھیں مصحف ناطق کے نور کی,All the verses were from the light of the Mushaf-e-Natiq.
3108,test/052_008_17.jpg,صدقے سحر بیاض پہ بین السطور کی,Charity of Sahar Beyaz on the inter-story
3109,test/052_008_16.jpg,کرتی تھی خود نماز بھی ان کی ادا پہ ناز,"She used to pray herself, taking pride in her performance."
3110,test/052_008_15.jpg,سطریں تھیں یا صفیں عقب شاہِ سرفراز,Were there lines or ranks behind Shah-e-Sarfraz?
3111,test/052_008_13.jpg,قرآں کھلا ہوا کہ جماعت کی تھی نماز,The Quran is clear that the prayer was in congregation.
3112,test/052_008_10.jpg,قدموں سے جن کے ملتی  تھی انکھیں رہ نجات,"From the steps that were given to the eyes, salvation remained."
3113,test/052_008_9.jpg,وہ نور کی صفیں وہ مصلیٰ ملک صفات,"Those rows of light, those prayerful, the kingdom of attributes"
3114,test/052_008_8.jpg,قائم ہوئی نماز اٹھے شاہ کائنات,"The prayer has been established, arise, King of the Universe."
3115,test/052_008_7.jpg,صف میں ہوا جو نعرہئ قدقامت الصلوٰۃ,"The chant that was heard in the queue was: ""Qidqamat al-Salaat."""
3116,test/052_008_5.jpg,شعبے صدا میں پنکھڑیاں جیسے پھول میں,In the field of pandal like a flower
3117,test/052_008_4.jpg,یا ربک رکھ اس صدا کو زمانے میں تا ابد,"O Lord, preserve this voice in time and eternity."
3118,test/052_008_2.jpg,حقا کہ افصح الفصحا ہے انھیں کا جد,"Indeed, the most pure is their ancestor."
3119,test/052_008_1.jpg,یہ حسن صوت اور یہ قرأت یہ شدومد,"This beautiful voice and this recitation, this is a blessing."
3120,test/052_008_0.jpg,لوگوں اذاں سنو مرے یوسف جمال کی,"People, listen to the call of Yusuf Jamal, the deceased."
3121,test/052_010_31.jpg,کریں کو حباد پہ منگواؤ راہوار,Please call the messenger on Habad.
3122,test/052_010_30.jpg,فرمایا مڑکے چلتے ہیں اب بسر کا دزار,"He said, ""Let's go, now is the time for life."""
3123,test/052_010_29.jpg,دروازے پر ٹہلنے لگے مثل شیر نر,They began to stroll at the door like male lions.
3124,test/052_010_27.jpg,ہونے لگیں صفوں میں کمر بندیاں ادھر,There are beginning to be tightening of ranks here and there.
3125,test/052_010_25.jpg,امت کے کام سے کہیں جلدی فراغ ہو,May you be relieved from the work of the Ummah as soon as possible.
3126,test/052_010_24.jpg,دیکھیں فضا بہشت کی دل باغ باغ ہو,"See the atmosphere of paradise, the heart is a garden of gardens."
3127,test/052_010_23.jpg,ڈیوڑھی تک آئے ڈھالوں کو روکے رفیق و یار,"Comrades, stop the shields that came up to two and a half"
3128,test/052_010_21.jpg,ٹھنڈی ہوا کے واسطے بچے ترستے ہیں,Children yearn for the cool air.
3129,test/052_010_20.jpg,یہ کس خطا پہ تیر پیا پئے برستے ہیں,At what fault are these arrows raining down?
3130,test/052_010_19.jpg,بچوں کو لیکے یاں سے کہاں جائیں خانہ کش,Where should the children go from here to the house of the killer?
3131,test/052_010_18.jpg,رو رو کے سوگئے ہیں صغیران ماہ وش,"The little ones have fallen asleep crying,"
3132,test/052_010_17.jpg,گرمی کی فصل اور یہ تب و تاب یہ عطش,"The summer harvest and this heat, this thirst"
3133,test/052_010_15.jpg,بچے ابھی تو سرد ہوا پا کے سوئے ہیں,"The children are still sleeping, having caught the cold air."
3134,test/052_010_14.jpg,گرمی میں ساری رات تو گھٹ گھٹ کے روئے ہیں,I've been crying all night in the heat.
3135,test/052_010_13.jpg,اصغرؔ کے گاہوارے تک آکر گرے ہیں تیر,The arrows have fallen as far as Asghar's cradle.
3136,test/052_010_11.jpg,فضہ پکاری ڈیوڑھی سے اے خلق کے امیر,"Fizz called from the doorway, O ruler of mankind!"
3137,test/052_010_8.jpg,غفلت میں تیر سے کوئی بچہ تلف نہ ہو,May no child be killed by an arrow out of negligence.
3138,test/052_010_7.jpg,بچوں کو لیکے صحن سے ہٹ جائین بیبیاں,"Ladies, get out of the yard and let the children play."
3139,test/052_010_6.jpg,تم جا کے کہدو خیمے میں یہ اے پدر کی جاں,"You go and say, ""This is my father's soul in the tent."""
3140,test/052_010_5.jpg,باندھے ہی سرکشی پہ کمر لشکر گراں,"The army, tied up in rebellion, fell."
3141,test/052_010_3.jpg,روکی سپر حضور کرامت ظہور پر,"On the appearance of the super-huzur Karamat, Roku"
3142,test/052_010_2.jpg,پروانہ تھے سراج امامت کے نور پر,The light of Siraj Imamate was a paragon.
3143,test/052_010_0.jpg,دیکھا ہر اک نے مڑکے سوئے لشکر شریر,"Everyone saw the evil army lying down, sleeping."
3144,test/052_009_31.jpg,ناگہ قریب آکے گرے تین چار تیر,The serpent came closer and three or four arrows fell.
3145,test/052_009_30.jpg,بیٹھے تھے جا نماز پہ شاہ فلک سریر,The king of the sky was sitting at prayer.
3146,test/052_009_27.jpg,گھاٹوں سے ہوشیار ترای سے باخبر,Aware of Terai aware of Ghats
3147,test/052_009_26.jpg,کہتا تھا ابن سعدیہ جاجا کے نہر پر,Ibn Sa'diya used to say that on the Jaja canal
3148,test/052_009_25.jpg,واں صف کشی و ظلم وتعدی و شور شر,"And the strife, the oppression, the violence, and the noise of evil."
3149,test/052_009_24.jpg,زاری تھی، التجا تھی مناجات تھی اِدھر,"There was a plea, a supplication, a prayer here and there."
3150,test/052_009_23.jpg,یا رب مسافروں کی جماعت پر رحم کر,"O Lord, have mercy on the group of travelers."
3151,test/052_009_22.jpg,فاقوں میں تشنہ کامی و غربت پہ رحم کر,"Have mercy on the hungry, the thirsty, and the poor."
3152,test/052_009_21.jpg,مولا اٹھا کے ہاتھ یہ کرتے تھے التجا,The mullah used to raise his hands and make this supplication.
3153,test/052_009_19.jpg,پڑھتا تھا حزن سے کوئی قران کی دعا,I used to recite a prayer from the Quran out of sadness.
3154,test/052_009_18.jpg,سجدے میں شکر کے تھا کوئی مرد باخدا,"There was a man in prostration, full of gratitude, with God."
3155,test/052_009_17.jpg,باہم معانقے تھے کہ مرنے کی عید تھی,There was a mutual agreement that it was Eid al-Fitr.
3156,test/052_009_16.jpg,کیا دل تھے کیا سپاہ رشید و سعید تھی,"What hearts were there, what army was Rashid and Saeed?"
3157,test/052_009_15.jpg,آنکھیں ملیں کسی نے قدم پر باحترام,"Eyes met, someone stepped respectfully."
3158,test/052_009_14.jpg,چومے کسی نے دست شہنشاہ خاص و عام,"Someone kissed the hand of the emperor, both special and common."
3159,test/052_009_13.jpg,آئے مصافحے کو جوانان تشنہ کام,"Come and shake hands, young people, thirsty for work."
3160,test/052_009_11.jpg,روح القدس کی طرح دعائیں تھیں عرش پر,Prayers were like the Holy Spirit on the throne.
3161,test/052_009_10.jpg,وہ خاکسار محوِ تضرع تھے فرش پر,"They were humble, praying on the floor."
3162,test/052_009_9.jpg,شہپر تھے دونوں ہاتھ پئے طائر دعا,The king was praying with both hands.
3163,test/052_009_8.jpg,تھرائے آسمان ہلا عرش کبریا,"The sky shook with a loud voice, the majestic throne shook."
3164,test/052_009_7.jpg,خود ہوگئے فلک پہ اجابت کے باب دا,They themselves became the subject of the sky's response.
3165,test/052_009_6.jpg,ہاتھ ان کے جب قنوت میں اٹھے سوئے خدا,"When their hands were raised in qunut, God slept."
3166,test/052_009_5.jpg,گر گر کے سجدے کر گئے تیغوں کی چھاوں میں,They fell down and prostrated themselves in the shadows of the swords.
3167,test/052_009_4.jpg,طاقت نہ چلنے پھرنیی کی تھی ہاتھ پاؤں میں,The strength of not walking was in the hands and feet
3168,test/052_009_3.jpg,طاعت میں نیست جانتے تھے اپنی مست و بود,They knew their own power and authority in obedience.
3169,test/052_009_2.jpg,وہ عجز وہ طویل رکوع اور وہ سجود,"That helplessness, that long bowing and that prostration"
3170,test/052_009_1.jpg,ان کے لئے تھی پندگی واجب الوجود,"For them, education was a must."
3171,test/052_009_0.jpg,دنیا سے اٹھ گیا وہ قیام اور وہ قعود,That standing and that sitting arose from the world.
3172,test/043_015_17.jpg,ایس لی کاک صاحب کا ترجمہ قاضی تلمذ حسن صاحب نے کیا ہے۔,S. Lee Kak Sahib has been translated by Qazi Talmud Hasan Sahib.
3173,test/043_015_16.jpg,علم السیاست۔ المنٹس اوف پولیٹیکل سائنس,Political Science - Elements of Political Science
3174,test/043_015_15.jpg,انگلینڈ مصنفہ اے ۔ایم چمبرس کا ترجمہ سید علی رضا صاحب نے کیا ہے۔,The English author A.M. Chambers has been translated by Syed Ali Raza.
3175,test/043_015_14.jpg,تاریخ دستورانگلستان۔ (برائے ابی ۔اے) شارٹ کالسٹٹیوشنل ہسٹری اوف,Constitutional History of England (for A.B.A.) Short Constitutional History of
3176,test/043_015_13.jpg,نظریہ سلطنت۔ تھوڑی اوف اسٹیسٹ مصنفہ جے۔ کے بلنچی کا ترجمہ قاضی  تلمذ حسن صاحب نے کیا ہے.,The Theory of Empire - A Little of State by J. K. Blanche has been translated by Qazi Talmud Hasan Sahib.
3177,test/043_015_12.jpg,قاضی تلمذ حسن صاحب نے کیا ہے.,What has Qazi Talmud Hassan Sahib done?
3178,test/043_015_11.jpg,نظام سلطنت انگلشیہ۔ انگلش کالسٹیوشن مصنفہ ڈبلیو بیج ہوٹ کا ترجمہ,"The English Empire System - English Callistus, translated by W. Bagehot"
3179,test/043_015_10.jpg,سید ہاشمی صاحب نے کیا ہے,What has Syed Hashmi done?
3180,test/043_015_9.jpg,جغرافیہ عالم۔ سنیر جیوگرانی اوفسادی ورلڈ مصنفہ ئی مارسڈن کا ترجمہ مولوی,Geography World - Sunir Geograni of the Corrupt World Author E. Marsden Translated by Maulvi
3181,test/043_015_8.jpg,اور دوسری جلد کا مولوی سید ہاشم صاحب ندوی نے کیا ہے۔,And the second volume was written by Maulvi Syed Hashim Sahib Nadvi.
3182,test/043_015_7.jpg,تاریخ کاملِ۔ مصنفہ ابن الاثیر کا ترجمہ حصہ اول کا مولوی جمیل الرحمن صاحب نے,"Complete History of the Prophet Muhammad - Part 1, translated by Maulvi Jamil-ur-Rehman Sahib, authored by Ibn al-Athir."
3183,test/043_015_6.jpg,تاریخ روما۔ مصنفہ ایچ۔ ایف پلہام کا ترجمہ حمید احمد صاحب انصاری نے کیا ہے,"History of Rome, by H. F. Pelham, translated by Hamid Ahmed Sahib Ansari"
3184,test/043_015_5.jpg,حمید احمد صاحب انصاری نے تین جلدوں میں کیا ہے۔,Hamid Ahmed Sahib Ansari has done it in three volumes.
3185,test/043_015_4.jpg,تاریخ جمہوریہ روما۔ رومن ری پبلک ۔ مصنفہ ڈبلیوٹی بیٹ لینڈ کا ترجمہ,History of the Roman Republic. Roman Republic. Translated by W.T. Batland.
3186,test/043_015_3.jpg,تاریخ سلطنت روما اسٹوڈینٹ رومن اسپائر مصنفہ جے بی بار کا ترجمہ,History of the Roman Empire Student Roman Spire Author J.B. Barr Translated
3188,test/043_015_1.jpg,مولوی عنایت اللہ خانصاحب نے کیا ہے۔,What has Maulvi Inayatullah Khan Sahib done?
3190,test/043_019_14.jpg,آستانش قبلہ جاں اولی الالباب باد,"Qiblah, the place of worship of the Holy Prophet (PBUH)"
3191,test/043_019_13.jpg,مسند علم ازو جودش منبع آداب باد,May the seat of knowledge and its existence be the source of manners.
3192,test/043_019_12.jpg,ظل سبحانی کی ذات ستودہ صفات زیب وہ مسند جہاں بانی رہے,"The Glorious One, the Exalted, the Glorious"
3193,test/043_019_11.jpg,خدا وند تعالیٰ سے دعا ہے کہ جب تک جہاں میں علم کی روشنی رہے حضرت,"I pray to God Almighty that as long as the light of knowledge remains in the world, Hazrat"
3194,test/043_019_10.jpg,سے طلوع ہوتا ہے۔,It rises from
3195,test/043_019_9.jpg,کہ علوم کی سرپرستی اور بے تعصبی اسلام کا خاصہ ہے۔ اور آفتاب علم ہمیشہ اسی مشرق,That patronage of knowledge and impartiality are the hallmarks of Islam. And the sun of knowledge always rises in the east.
3196,test/043_019_8.jpg,شاہانِ آصفیہ میں سے حضرت ظل ِ سبحانی نے دارالترجمہ قائم کرکے ثابت کردیا,"Among the Asafiya kings, Hazrat Zil-e-Subhani established Darul Tarjuma and proved it."
3197,test/043_019_7.jpg,قائم کیا تھا۔ جس میں یونان کے فلسفہ وحکمت کی کتابیں ترجمہ وتالیف ہوتئی تھیں۔,It was established in which Greek books of philosophy and wisdom were translated and compiled.
3198,test/043_019_6.jpg,خلفاء عباسیہ میں سے ہارون الرشید نے بغدار میں بہت الحکمت,"Among the Abbasid caliphs, Harun al-Rashid showed great wisdom in Baghdad."
3199,test/043_019_5.jpg,طبعی کیمیا: جے ڈاکٹر کی کتاب فزیکل کمسٹری کا ترجمہ پروفیسر ایف دی مراد نے کیا۔,Physical Chemistry: J. Doctor's book Physical Chemistry was translated by Professor F. De Murad.
3200,test/043_019_4.jpg,غیر نامیاتی کیمیا: مسٹر سمتھ کی کتاب ان ارکامک کیمسٹری کا ترجمہ چودہری برکت علی صاحب نے کیا۔,Inorganic Chemistry: Mr. Smith's book Inorganic Chemistry was translated by Chaudhry Barkat Ali Sahib.
3201,test/043_019_3.jpg,کیمیائے برائے میٹرک: آر۔ اے گریگر ی کی کتاب لیسنزان سائینس حصہ سوم کا ترجمہ چودھری برکت علی صاحب نے کیا۔,"Chemistry for Matriculation: R. A. Gregory's book, Bachelor of Science, Part III, was translated by Chaudhry Barkat Ali Sahib."
3202,test/043_019_2.jpg,حاکم علی صاحب نے کیا۔,What did Hakim Ali Sahib do?
3203,test/043_019_1.jpg,نظری نامیاتی کیمیا: جے بی کوپین کی کتاب تھیورٹکل ارکامگ کمسٹری کا ترجمہ مولوی,Optical Organic Chemistry: A translation of J. B. Coppin's book Theoretical Organic Chemistry by Maulvi
3204,test/043_019_0.jpg,علمی نامیاتی کیمیا: جی پروس کی کتاب پراکٹکل ارکانک کیمسٹری کا ترجمہ چودھری برکت علی صاحب نے کیا۔,Academic Organic Chemistry: G. Prous' book Practical Organic Chemistry was translated by Chaudhry Barkat Ali Sahib.
3205,test/043_018_27.jpg,برکت علی صاحب نے کیا ہے۔,Barkat Ali has done.
3206,test/043_018_26.jpg,انٹریسیڑیٹ کیمیا حصہ اول جی ایچ بیلی کی کتاب لمیسٹری کا ترجمہ چودہری,"Introductory Chemistry Part I, G.H. Bailey's book Lemistry, translated by Chaudhuri"
3207,test/043_018_25.jpg,نے کیا ہے۔,What has happened?
3208,test/043_018_24.jpg,طبیعیات علمی پراککل فزکس مصنفہ اے شوستر و لیس کا ترجمہ پر و فیسر عبدالرحمن خا,"Scientific Physics Practical Physics, written by A. Shuster and Les, translated by Professor Abdul Rahman Kha."
3209,test/043_018_23.jpg,طبعیات حصہ اول براے یٹرک,Physics Part 1 for the YT
3210,test/043_018_22.jpg,نے کیا۔,Did.
3211,test/043_018_21.jpg,ترجمہ پروفیسر چودھری بکت علیصاحب,Translated by Prof. Chaudhary Bukit Alisahib
3212,test/043_018_20.jpg,ٹی۔ٹد نے کی تصنیف ہے اور ان کا,It is written by T.T. and his
3213,test/043_018_19.jpg,یہ سب کتابیں ار۔اے۔گریگری اور ایچ,All these books by R.A. Gregory and H.
3214,test/043_018_18.jpg,برق,Electricity
3215,test/043_018_17.jpg,تضیاطیس,Dispute
3216,test/043_018_16.jpg,آواز,Sound
3217,test/043_018_15.jpg,نور,Others
3218,test/043_018_14.jpg,حرارت,Heat
3219,test/043_018_13.jpg,طبیعیات حصہ اول,Physics Part I
3220,test/043_018_12.jpg,کانز جمہ پروفیسر وبدالرحمن خانصاحب نے کیا۔,The award ceremony was conducted by Professor Wabidal Rahman Khan Sahib.
3221,test/043_018_11.jpg,طبیعیات نور۔ جے ڈنکن و اسٹار لنگ کی کتاب ٹکٹ بک اوف فزکس (لائٹ),Physics of Light - The Ticket Book of Physics (Light) by J. Duncan and Starling
3222,test/043_018_10.jpg,پرویسر وعبدالرحمن خانضاحب نے کیا۔,Professor and Abdul Rahman Khan Zahab did it.
3223,test/043_018_9.jpg,طبعیات عملی تفا طیسیت و برق۔ الین اور ہور کی کتاب پر الٹکل فزکس کا ترجمہ,Practical Physics: Electromagnetism and Electricity. Translation of Altekal Physics based on the book by Allen and Hur.
3224,test/043_018_8.jpg,علم ہئیت۔ جی ڈبلیو پارک کی کتاب اسٹرانومی کا ترجمہ شیخ برکت علی صاحب نے کیا.,Knowledge: G.W. Park's book Astronomy was translated by Sheikh Barkat Ali Sahib.
3225,test/043_018_7.jpg,نے ترجمہ کیا۔,Translated.
3226,test/043_018_6.jpg,علم شلث ستوی۔ حصہ اول قاضی محمد حسن صآحب نے اور حصہ دویم مولوی شیخ برکت علی صاحب,The science of Shalath Stovi. Part one by Qazi Muhammad Hassan Sahib and part two by Maulvi Sheikh Barkat Ali Sahib
3227,test/043_018_5.jpg,ترجمہ قاضی محمد حسن صاحب,Translated by Qazi Muhammad Hassan Sahib
3228,test/043_018_4.jpg,سکون و سیالات,Stillness and fluids
3229,test/043_018_3.jpg,ایس ۔ ایل لونی کتابوں کا ترجمہ خان فضل محمد خان صاحب نے کیا۔,S. L. Loni's books were translated by Khan Fazal Muhammad Khan.
3230,test/043_018_2.jpg,۱۶,۱۶
3231,test/043_018_1.jpg,سکونیات,Tranquility
3232,test/043_018_0.jpg,علم حرکت,Science of movement
3233,test/123_035_37.jpg,28,28
3234,test/123_035_36.jpg,دیکھئے مسٹر وامق۔۔۔۔۔۔ اس مریض کے داہنے ہاتھ کا انگوٹھا خراب ہوچکا ہے۔,"Look, Mr. Wamiq... This patient's right thumb is damaged."
3235,test/123_035_35.jpg,یہ لیجئے آ! ڈاکٹر صاحبہ۔ یہ رہامیرا ہاتھ,"Take this! Doctor, here is my hand."
3236,test/123_035_34.jpg,عاقب۔۔۔۔۔۔ ذرایہ ہاتھ اپنا آگے کرو۔,Aqib... Please put your hand forward.
3237,test/123_035_33.jpg,شکر ہے اوپر والے کا۔۔۔۔۔ میں بہت بہتر ہوں,Thank God... I'm much better.
3238,test/123_035_32.jpg,وعلیکم السلام۔ عاقب ۔ کیا حال ہیں آپ کے؟,Peace be upon you. Aqib. How are you?
3239,test/123_035_31.jpg,السلام علیکم ڈاکٹر صاحبہ۔,"Hello, Doctor."
3240,test/123_035_30.jpg,بیڈوں پر مریض لیٹے ہوئے ہیں۔,Patients are lying on beds.
3241,test/123_035_29.jpg,ہم اس وارڈ کے اندر داخل ہو چکے ہیں۔ یہاں پانچ بیڈ لگے ہوئے ہیں  اور سبھی,We have entered this ward. There are five beds here and all of them are
3242,test/123_035_28.jpg,چلتے ہیں۔,Let's go.
3243,test/123_035_27.jpg,وارڈ کے نزدیک پہنچ رہے ہیں۔ جی ہاں۔ آئیے اب اندر,Approaching the ward. Yes. Let's go inside now.
3244,test/123_035_26.jpg,Leprocy,Leprocy
3245,test/123_035_25.jpg,Leproc,Leproc
3246,test/123_035_24.jpg,لئے ۔ ہم,For us.
3247,test/123_035_23.jpg,کے لئے وقف ہیں۔ مثلا کوڑھ سے متاثر و، جسمانی طورناچیز اور نفسیاتی بیماروں کے,"Dedicated to, for example, those affected by leprosy, the physically disabled, and the mentally ill."
3248,test/123_035_22.jpg,کچھ مخصوص بیماروں,Some specific diseases
3249,test/123_035_21.jpg,یہ,This
3250,test/123_035_20.jpg,جی ہاں,Yes
3251,test/123_035_19.jpg,Special Wards,Special Wards
3252,test/123_035_18.jpg,Special Wards,Special Wards
3253,test/123_035_17.jpg,Special Wards,Special Wards
3254,test/123_035_16.jpg,(قدموں کی آہٹ  ساتھ ساتھ چلتے ہوئے),(footsteps walking along)
3255,test/123_035_15.jpg,رہے ہیں۔ یہ عام بیماروں کے لئے ہیں۔ اور جہاں میں اس وقت آپ کو لے جا,These are for the common sick. And where can I take you at this time?
3256,test/123_035_14.jpg,اس وقت ہم اس لمبے کارِ ڈور میں چل رہے ہیں۔ یہ جو آپ دائین بائیں وارڈدیکھ,Right now we are walking in this long corridor. This is what you see on the right and left sides.
3257,test/123_035_13.jpg,(قدموں کی آوازپسِ منظر میں ساتھ ساتھ چلتی ہے),(Footsteps sound in the background)
3258,test/123_035_12.jpg,(دروازہ کھلنے اور بند ہونے کی آواز),(Sound of door opening and closing)
3259,test/123_035_11.jpg,ہاں چلئے۔۔۔۔۔۔,"Yes, let's go."
3260,test/123_035_10.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3261,test/123_035_9.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3262,test/123_035_8.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3263,test/123_035_7.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3264,test/123_035_6.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3265,test/123_035_5.jpg,مریض,The patient
3266,test/123_035_4.jpg,مریض,Patient
3267,test/123_035_3.jpg,مریض,Patient
3268,test/123_035_2.jpg,وامق,Wamaq
3269,test/123_035_1.jpg,وامق,Wamaq
3270,test/123_035_0.jpg,وامق,Wamaq
3271,test/123_039_28.jpg,32,32
3272,test/123_039_27.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3273,test/123_039_26.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3274,test/123_039_25.jpg,ڈاکٹر عالیہ,Dr. Aaliya
3275,test/123_039_24.jpg,وامق,Well done
3276,test/123_039_23.jpg,وامق,Wamaq
3277,test/123_039_22.jpg,وامق,Wamaq
3278,test/123_039_21.jpg,وامق,Wamaq
3279,test/123_039_20.jpg,بہت قیمتی ہے۔,Very valuable.
3280,test/123_039_19.jpg,آئے جہاں پر میری گاڑی کھڑی ہے۔ اب میں اجازت چاہوں گا آپ کا وقت,Come to where my car is parked. Now I would like your time
3281,test/123_039_18.jpg,ڈاکٹر عالیہ۔۔۔۔۔۔ باتیں کرتے کرتے ہم لوگ ہسپتال کی اس,Dr. Alia... We were talking in this hospital room.
3282,test/123_039_17.jpg,Parking,Parking
3283,test/123_039_16.jpg,تک چلے,Last until
3284,test/123_039_15.jpg,سماج کو فائدہ پہنچے گا۔,Society will benefit.
3285,test/123_039_14.jpg,مجھے خوشی ہے کہ زندگی کے حوالے سے آپ کا نظریہ تبدیل ہوا ہے اس سے ہمارے,I am glad that your outlook on life has changed.
3286,test/123_039_13.jpg,مچادی۔,Machadi.
3287,test/123_039_12.jpg,اب میرا کیمرہ اور چیز کو فوکس کرے گا۔ آپ نے میری سوچ کےسمندر میں ہلچل,Now my camera will focus on something else. You stirred up the sea of ​​my thoughts.
3288,test/123_039_11.jpg,اور پہلے بھی تھی۔ کیوں کہ آپ اچھے فنکارہیں۔,And it was before. Because you are a good artist.
3289,test/123_039_10.jpg,نہیں ۔۔۔۔۔۔ ایسا کوئی  بات نہیں ۔ میرے دل میں آپ کے لئے آج بھی عزت ہے,No... There is no such thing. I still have respect for you in my heart.
3290,test/123_039_9.jpg,ڈاکٹر عالیہ۔۔۔۔۔۔ مجھے امید ہے کہ آپ نے مجھے معاف کیا ہوگا۔,Dr. Alia... I hope you have forgiven me.
3291,test/123_039_8.jpg,ہے ۔۔۔۔۔۔ اور اللہ اُجڑے ہوئے بےرونق دلوں میں رہتا ہے۔,"Yes... and Allah dwells in the desolate, lifeless hearts."
3292,test/123_039_7.jpg,سکون اور راحت کی ایک ایسی دنیا آباد ہے۔ جس کے راستوں پر اللہ کا نور برستا,"A world of peace and comfort is inhabited, on whose paths the light of Allah shines."
3293,test/123_039_6.jpg,مجھے خوشی ہے کہ آپ کو احساس ہوچکا ہے کہ نبی نو ع انسان کی خدمت کرنے میں,I am glad that you have realized that the Prophet (peace be upon him) is a type of person who serves humanity.
