index,file_path,digital_urdu,english
15,test/076_022_1.jpg,زبانی الفاظ طلاق (بشرائط مقررہ ومعتبرہ) و قوع طلاق کے لیے کافی ہیں، کوئی,"Verbal words are sufficient for divorce (under certain and valid conditions) and the force of divorce, no"
16,test/076_022_0.jpg,نہیں، مذہبی طورپر زبانی ایجاب و قبول (بشرائط مقررہ و معتبرہ) نکاح کے لیے اور,"No, religiously, verbal offer and acceptance (conditions set and valid) are required for marriage and"
17,test/076_021_18.jpg,احکام کی بناء پر نکاح وطلاق کی صحت کے لیے کتاب اور رجسٹر میں اندراج کی ضرورت,The need for registration in books and registers for the validity of marriage and divorce based on rulings
18,test/076_021_16.jpg,اس وقت مسئلہ یہ تھا کہ نکاح وطلاق کا اندراج سرکاری طورپر ایک رجسٹرمیں,The problem at that time was that marriages and divorces were not officially registered in a register.
19,test/076_021_15.jpg,اس لیے اس سے ان کے خیالات کااندازہ کیاجاسکتاہے۔,"Therefore, their thoughts can be gauged from this."
20,test/076_021_13.jpg,میں قابل قبول نہیں سمجھی گئی توپھر مولاناکفایت اللہ اور مولاناقطب الدین کی تائید سے,"I was not considered acceptable, then with the support of Maulana Kifayatullah and Maulana Qutbuddin"
21,test/076_021_12.jpg,فرنگی محلی وغیرہ تھے، اس کمیٹی نے جو رپورٹ تیار کی وہ یوپی کی مجلس قانون ساز,"Ferangi Mahali etc., the report which this committee prepared was the Legislative Assembly of UP"
22,test/076_021_11.jpg,کے ساتھ مولاناکفایت اللہ دہلوی،مولوی نعیم الدین مرادآبادی اور مولانا قطب الدین,"Along with Maulana Kifayatullah Dehlvi, Maulana Naeemuddin Moradabadi and Maulana Qutbuddin"
23,test/076_021_9.jpg,الہ آباد ہائی کورٹ)تھے، اس کے ممبروں میں ڈاکٹر شفاعت احمدخاں کے علاوہ,"Allahabad High Court), apart from Dr. Shafaat Ahmad Khan among its members"
24,test/076_021_8.jpg,کو رجسٹرڈ کرنے کے لیے ایک قانون بناناتھا، اس کمیٹی کے صدر سرشاہ سلیمان (جج,"A law was to be made to register the committee, headed by Sir Shah Sulaiman (Judge"
25,test/076_021_7.jpg,تھا، اس کامقصد مسلمانوں کونکاح وطلاق کے معاملات پر غور اور نکاح وطلاق,The purpose of this was to encourage Muslims to consider the issues of marriage and divorce and to
26,test/076_021_6.jpg,الہ آباد یونیورسٹی) کی تحریک سے ایک کمیٹی بنائی گئی تھی، جس کانام ”مسلم میرج سب کمیٹی“,"A committee was formed at the instigation of Allahabad University, called the ""Muslim Marriage Sub-Committee""."
27,test/076_021_5.jpg,میں یوپی کی مجلس قانون ساز میں ڈاکٹرشفاعت احمدخاں (پروفیسر تاریخ,Dr. Shafaat Ahmed Khan (Professor of History) in the UP Legislative Assembly
28,test/076_021_4.jpg,میں بڑی ہمدردی سے دلچسپی لی، جیسا کہ حسبِ ذیل تفصیلات سے اندازہ ہوگا۔,"I took a very sympathetic interest, as will be seen from the details below."
29,test/076_021_3.jpg,انھوں نے قرآن مجید، حدیث اور فقہ کے اپنے گہرے مطالعہ سے ان کو حل کرنے,"He sought to resolve them through his in-depth study of the Quran, Hadith, and Fiqh."
30,test/076_021_2.jpg,اور وراثت کے مسائل میں بہت سے سوالات پیداہوتے رہے اس سلسلہ میں,And many questions kept arising in the matter of inheritance.
31,test/076_021_1.jpg,تو متعین کردیا ہے مگر جیسا کہ پہلے بھی کہا گیاہے، ہندوستان میں ان کے نکاح،طلاق,"So it has been determined, but as has been said before, in India, their marriage, divorce"
32,test/076_024_18.jpg,غیر مسلم حاکم کافیصلہ جائز نہیں ہوسکتاہے اور نہ ایسے مسلمان حاکموں سے اس کے,"The decision of a non-Muslim ruler cannot be valid, nor can it be accepted by such Muslim rulers."
33,test/076_024_17.jpg,اس مشکل اس لیے حل نہیں کرسکتی ہیں کہ ان مسائل میں شرع اسلامی کے رو سے,They cannot solve this problem because these issues are not regulated by Islamic law.
34,test/076_024_15.jpg,جائیں جو آنریری منصف کوحاصل ہیں، تاکہ وہ اپنے اختیارات سے ایسی مشکلوں,"Go to the Honorary Justice, so that he can use his powers to solve such problems."
35,test/076_024_14.jpg,مشکل یک آسان صورت یہ ہے کہ قاضیوں کوان معاملات کے لیے وہ اختیارات دیئے,The difficulty is that the judges were given the authority to handle these matters.
36,test/076_024_13.jpg,رجسٹری آفس بھی نئی ذمہ داریوں سے محفوظ رہیں گے(۲) اگر بالفعل یہ ممکن نہ ہو تواس,"Registry offices will also be protected from new responsibilities (2). If this is not actually possible,"
37,test/076_024_12.jpg,ساری مشکلات دور ہوجائیں گی، عدالتیں بھی بہت سی دقتوں سے محفوظ ہوجائیں گی،,"All difficulties will be removed, the courts will also be protected from many difficulties,"
38,test/076_024_11.jpg,قائم کردیاجائے جس کوان معاملات میں فیصلہ کرنے کاپورااختیار ہو، اس طرح تو,"should be established which has full authority to decide on these matters, thus"
39,test/076_024_10.jpg,نظام میں لاکر پورے صوبہ میں مسلمانوں کے نکاح وطلاق کے لیے ایک علیحدہ محکمہئ قضا,A separate judicial department for the marriage and divorce of Muslims throughout the province has been established in the system.
40,test/076_024_9.jpg,کیں کہ (۱) مسلمانوں کے ان مسائل کے لیے قاضی مقرر کیے جائیں اوران کوایک مرکزی,(1) Judges should be appointed for these problems of Muslims and they should be brought under a central
41,test/076_024_7.jpg,دونوں کے لیے مصیبت کاباعث ہوتے ہیں، مسلمان لڑکیاں مظلوم بنی رہتی ہیں، اس مصیبت کو,"They cause trouble for both, Muslim girls remain oppressed, this trouble"
42,test/076_024_6.jpg,وجہ سے مقدمے دائر ہوجاتے ہیں، ایسی صورت میں یہ مقدمات، خاندانوں اور عدالتوں,"Cases are filed due to this reason, in such a case, these cases, families and courts"
43,test/076_024_4.jpg,مختلف صورتوں،خلع، خیار اور تفریق کے مسائل، ولی ہونے کے باہمی فرق و مراتب,"Problems of different cases, Khul, Khiar and differentiation, mutual differences and degrees of being a saint"
44,test/076_024_3.jpg,ہے کہ ترک وراثت، رضاعت، رشتوں کے حلال و حرام ہونے، عدت اطلاق کی,"It is said that inheritance, breastfeeding, the permissible and forbidden nature of relationships, the application of the waiting period"
45,test/076_024_2.jpg,اس لحاظ سے بے انصافی ہوتی ہے کہ ایسے لوگ بھی ان کا نکاح پڑھا دیتے ہیں جو ممکن,It is unfair in the sense that even people who are not capable of performing the marriage ceremony perform it.
46,test/076_024_0.jpg,اور تحصیلوں میں قاضیوں اور نائب قاضیوں کاتقرر کرے تو تمام مشکلات کا حل ہوجاتا,"And if he appoints judges and deputy judges in the tehsils, all the problems would be solved."
47,test/076_023_18.jpg,اور یہ قاضی القضاۃ مسلمانوں کی رضامندی اور گورنمنٹ یک منظوری سے اضلاع,And this Qazi-ul-Quds was established with the consent of the Muslims and the unanimous approval of the government.
48,test/076_023_17.jpg,اگر صوبہ کے مسلمان ایک قاضی القضاۃ کا انتخاب کریں اور گورنمنٹ اس ک منظورکرے,If the Muslims of the province elect a Qazi-ul-Quzat and the government approves him
49,test/076_023_16.jpg,قوت حاصل ہونے کے لیے ضروری ہے کہ حکومت اس انتخاب کوقبول کرے، اس بناء پر,"To gain power, it is necessary that the government accepts this choice, therefore"
50,test/076_023_15.jpg,اپنی رضامندی سے ایک قاضی کاانتخاب کریں اوراس قاضی کوتنقیدکی طاقت اور,Choose a Qazi with your consent and the power of criticizing this Qazi
51,test/076_023_14.jpg,منظور کرنا تقریباً ناممکن ہے، اس بناء پر اگر کوئی صورت ممکن ہے تووہ یہ ہے کہ مسلمان,"It is almost impossible to approve, so if there is one possible scenario, it is that Muslims"
52,test/076_023_13.jpg,مسلم حکومت کیلیے خاص طورسے مسلمانوں کی خاطر ایک مستقل مسلمان والی کے تصور کو,"The concept of a permanent Muslim state for the Muslim government, especially for the Muslims,"
53,test/076_023_12.jpg,مختلف مذہبوں اور قوموں کی ایسی مخلوط آبادی ہے، جس کا لحاظ کرکے یہاں کی غیر,There is such a mixed population of different religions and nationalities that the non-Muslim population here is
54,test/076_023_11.jpg,قضا کے لیے تینوں مذکورہئ بالاشکلوں میں ایک شکل اختیارکرنی پڑے گی، ہندوستان,"For the Qaza, one of the three above-mentioned forms will have to be adopted, India"
55,test/076_023_10.jpg,میں مسلمانوں کے ان شرعی معاملات کے نظم،نسق، ترتیب، ان احکام کے احیاء اور,"I am the order, structure, order of these Shariah matters of Muslims, revival of these rules and so on"
56,test/076_023_8.jpg,مندی سے قاضی کاانتخاب کریں، یہ تینوں شکلیں فقہ کی کتابوں میں مذکور ہیں۔,"Choose a judge wisely, these three forms are mentioned in the books of jurisprudence."
57,test/076_023_7.jpg,کردے، یہ مسلمان والی پھر قاضی مقرر کرے (۳) یہ بھی ممکن نہ ہو تو مسلمان اپنی باہمی رضا,"If this is not possible, then the Muslim woman should appoint a judge. (3) If this is not possible, the Muslim woman should appoint a judge by mutual consent."
58,test/076_023_6.jpg,ہوسکے توغیر مسلم حکومت سے مطالبہ کیاجائے کہ وہی ان پر ایک مسلمان والی مقرر,"If possible, the non-Muslim government should be demanded to appoint a Muslim leader."
59,test/076_023_5.jpg,انتخاب کریں اور وہ قاضیوں کا تقرر کرے جو نکاح وطلاق کے مسئلے کو طے کریں (۲)یہ نہ,He shall elect and appoint judges who shall decide on the issue of marriage and divorce. (2) This is not
60,test/076_023_4.jpg,ہیں، (۱) اگر ممکن ہو تومسلمان خود اپنی طرف سے متفق اور متحد ہوکر ایک.... والی کا,"They are, (1) If possible, the Muslims themselves should agree and unite on their own behalf"
61,test/076_023_3.jpg,ہو، ایسے معاملات کے نظم ونسق و ترتیب واجماء کے لیے حسب ذیل تین شکلیں تجویز کی جاسکتی,"However, the following three forms can be suggested for the management of such matters"
62,test/076_023_2.jpg,قانون کوجواصل میں غیر واجب ہو، واجب قرار دے، لیکن جہاں غیر مسلم حکومت,"The law should declare it obligatory, even if it is not obligatory, but where the non-Muslim government"
63,test/076_023_1.jpg,صرف اما مسلمین کو پہونچتا ہے کہ وہ مسلمانوں کی مصلحتوں کی بناء پر اپنے زمانہ میں کسی,It only reaches the Muslims that they should not be in any position in their time based on the interests of the Muslims.
64,test/076_023_0.jpg,اختیار کے بغیر کسی تبرع اور استجاب کو واجب میں نہیں بدلا جاسکتا، یہ شرعی اختیار,No donation or response can be made obligatory without a choice. This is a Sharia choice.
65,test/054_010_22.jpg,مہدی صاحب(بھوپال)(۳) حضرت شریف فکری بھپوال،(۴) مولینافضل الرحمن صاحب باقیؔ(کلکتہ)(۵) حضرت,"Mehdi Sahib (Bhopal) (3) Hazrat Sharif Fikri Bhopal, (4) Maulana Fazlur Rehman Sahib Baqi (Calcutta) (5) Hazrat"
66,test/054_010_20.jpg,فرمائی ہے انکی خدمت میں ہدیہئ تشکر وامتنان پیش ہے۔ امیدکہ دیگر معاونین بھی اولین فرصت میں توجہ فرمائینگے۔,I have said that I would like to express my gratitude and appreciation to them. I hope that other supporters will also pay attention at the earliest opportunity.
67,test/054_010_19.jpg,:۔  نیرنگ کی پسندیدہ خدمات کے اعتراف میں جن حضرات نے توجہ والتفات فرماکر مخصوص معاونت,":- In recognition of the valuable services rendered by Nayrang, those who have shown their attention and provided special assistance"
68,test/054_010_18.jpg,شکریہئ التفات,Thank you for your attention.
69,test/054_010_17.jpg,رہگیااورہمیشہ کے لئے ایک سکوت، سکوتِ مرگ عاری ہوگیا۔اورحسن صباخت ور آغوش،آغوشِ فنامیں روپوش یہ تھا”ڈاخ کاخواب“,"And forever remained a silence, a silence devoid of death, and beauty hid in the embrace of dawn, the embrace of destruction. This was the ""dream of ambush""."
70,test/054_010_16.jpg,سامنے یہ کچھ ہوااوراس نے دیکہا۔ وہ آگے بڑہناچاہتاتھاکہ دوخواصوں نے بڑہ کر ایک چادر بیاٹرس پر ڈالدی۔ وہ دیکہتا,"Something happened in front of him and he said, ""See."" He wanted to move forward when two guards came up and threw a sheet over Beatrice. He said, ""See."""
71,test/054_010_15.jpg,پر بوسہ یدتاہے جن پر آج سے پہلے ڈانٹے کی جرائت نہوئی اوراسکے لب اُنہیں کبہی بھی”زحمت وصل نہ دے سکے۔ مگر آہ کہ آج اوراسکے,"But he kisses those whom he did not dare to scold before today and whose lips could never ""touch"" him. But alas, today and his"
72,test/054_010_14.jpg,بڑہتاہے۔ کہ”عشق“ کی ستم ظریفی میں اضافہ ہوتاہے اور”دیوتا“اسکی محبوبہ کے قوس گوں لبوں پر اُن مرمرین گلاب کی پتیوں,"It increases. That the irony of ""love"" increases and the ""god"" places the petals of those marble roses on the curved lips of his beloved."
73,test/054_010_13.jpg,اور بے پناہ تیر اسکے۔ دل میں پیوست کردیتاہے دانٹے اس غیر متوقع،دلخراش اورناقابل دیدنظارے کی تاب نہ لاکر آگے,"And his immense arrows pierce Dante's heart, unable to bear this unexpected, heartbreaking, and unimaginable sight."
74,test/054_010_12.jpg,موت کی دستبروسے مجبور ہوکر اس سے جداہوتی ہے۔ اورحسین غالب بے جان رہی ہے، ادھر عشق دیوتااپنا تیرزہریلا,"Forced to surrender to death, he is separated from it. And Hussain Ghalib has been lifeless, while the god of love has poisoned his arrow"
75,test/054_010_11.jpg,اُس نے دیکہاکہ:۔ وہ ایک تالاردلکشامیں اپنی حسین ومحبوب بیوی بیاٹرس کے ساتھ بیٹھاہے۔ ’بیاٹرس اسی وقت,"He said: ""He is sitting in a hall with his beautiful and beloved wife Beatrice in the evening. 'Beatrice at this very moment"
76,test/054_010_10.jpg,”زندہ“رہ سکا۔,"""Alive"" was possible."
77,test/054_010_9.jpg,کے ذریعہ کی ہے جو تقریباً انیس سال کی طویل کاوش کانتیجہ ہے۔ اورغالباً داسی، کوشش وعمل کی مصروفیت سے,"It is the result of a long effort of almost nineteen years. And probably due to the dedication of Daasi, effort and work."
78,test/054_010_8.jpg,”محبوبہ“ کی جدائی کے کچھ عرصہ بعد”روزیٹی“ نے ایک خواب دیکہا:۔ جس کی تشریح اسکی جنبشِ قلم نے اس تصویر,"Some time after the separation from ""Beloved"", ""Rosetti"" had a dream: which his pen movement interpreted into this picture."
79,test/054_010_7.jpg,جداکردیا۔اور وہ حیران وپریشان اس ”بے نیازی“ کاناقابلِ فہم مظاہرہ کرتاتنہاوبیکس رہگیا۔,"He separated them. And he was left alone and alone, surprised and troubled, demonstrating this incomprehensible ""needlessness""."
80,test/054_010_6.jpg,کچھ ہی عرصہ بعدآبادگھربرباد ہوگیا۔یعنی”روزیٹی“ کی محبوب وجمیل بیوی“ کو”پنجہئ اجل“ نے ہمیشہ کیلئے اُس سے,"Shortly after, the house was destroyed. That is, ""Rosetti's"" beloved and beautiful wife was taken from him forever by ""the fifth death."""
81,test/054_010_4.jpg,حسین نقش ونگار کونمایاں کیا۔,Hussain Naqsh-e-Wangaar was featured.
82,test/054_010_3.jpg,دونوں ایک دوسرے کے والہ و شیداہوگئے۔ روز یٹنی نے اُسکے ’اعتراف جمال‘ کی سندمیں اکثر تصاویرمین اسکے,The two became lovers and lovers of each other. Rosetta often included his photographs in her ‘Confession of Beauty’.
83,test/054_010_2.jpg,یہاں تک وسعت اختیار کی کہ اس کو حسینہ سے ایک ”گہراقلبی تعلق“ہوگیا۔ محبت کے پینگ بڑہے اورایسے بڑہے کہ,"It expanded to the point that he developed a ""deep emotional connection"" with Hasina. The bonds of love grew and grew so much that"
84,test/054_010_1.jpg,سے ایک دوست مصوّر کے ذریعہ ایک خوش جمال حسینہ سے روزبیٹی کی ملاقات ہوگئی۔رسمی تعارف حدودنے,"Rosebetty met a beautiful woman through a friend, a photographer. The formal introduction was made by Hudood."
85,test/054_010_0.jpg,کی تصویریں بولتی تصویریں کہلائی جاتی ہیں اور اپنے عہدکاکامیاب ومقبول مصوّر ہوا۔حسن اتفاق,His pictures are called talking pictures and he became a successful and popular photographer of his time. Hassan Ittefat
86,test/054_008_29.jpg,ملّاصاحب کی شادی کے حالات کی دلکش تفصیلات جوخودجناب موصوف نے انداز مخصوص میں تحریر,"Charming details of the circumstances of Mulla Saheb's marriage, written by the man himself in his own unique style."
87,test/054_008_28.jpg,شادی۔  طابع وناشر۔ عالمگیر بکڈپولاہور۔قیمت,Marriage. Publisher. Universal Bookstore. Price.
88,test/054_008_27.jpg,شایقین ادب کیلئے اس کتاب کامطالعہ دلچسپی کاباعث ہوگا۔,This book will be of interest to literature lovers.
89,test/054_008_26.jpg,کتابت طباعت نفیس ہے۔ملّاصاحب کے تعارف کی کوشش کرنااُنکی توہین کے مرادف ہے۔,The writing and printing are exquisite. Trying to introduce Mullah Sahib is tantamount to insulting him.
90,test/054_008_25.jpg,ضیاء الملک ملّا رموزیؔ کے اُن مزاحیہ مضامین کامجموعہ ہے جوموقت الشیوع رسائل میں شائع ہوچکے ہیں۔,Zia-ul-Mulk is a collection of humorous articles by Mulla Ramozi that have been published in popular periodicals.
91,test/054_008_24.jpg,ضخامت ص۲٤٠ ۔قیمت عصر,Thickness: 240 pages. Evening price.
92,test/054_008_23.jpg,طابع وناشر:۔ عالمگیب بکڈپو۔لاہورسائز,"Printer and Publisher: Alamgeb Book Depository, Lahore."
93,test/054_008_22.jpg,صبح لطافت,Morning tenderness
94,test/054_008_21.jpg,اہل ذوق کلام برق سے محظوظ ہوں۔,People with taste for poetry are delighted with the power of electricity.
95,test/054_008_20.jpg,بعدازاں مصنف کافارسی دیباچہ اورغزلیات کاانتخاب ہے کاغذکتابت طباعت عمدہ ہے۔ سرورق آرت پیپر کاہے,"Later, there is the author's Persian preface and a selection of ghazals. The paper and printing are excellent. The cover is of art paper."
96,test/054_008_18.jpg,قیمت ۲ ۱/-ضخامت دوسو صفحات,"Price: 2 1/-, thickness: 200 pages"
97,test/054_008_17.jpg,ناشر:۔ارمغاں بکڈپو،دہلی۔ سائز,"Publisher: Armaghan Book Depot, Delhi. Size"
98,test/054_008_16.jpg,کتابیں۔ شرارؔ برقی۔,Books. Sharar Barki.
99,test/054_008_15.jpg,یہ رسالہ مستقل خریداروں کومفت ملتاہے۔,This magazine is available free of charge to regular subscribers.
100,test/054_008_14.jpg,خداکرے مولاناواحدی صاحب کی مساعی حسنہ کامیاب ترین ثابت ہوں:,May God grant that Maulana Wahidi's noble efforts prove to be most successful:
101,test/054_008_13.jpg,مضامین نثرونظم جوڈیڑھ سوصفحات پر مشتمل ہیں اپنی مخصوص شانِ متانت کے ساتھ شایع ہواہے۔,"The essays, prose and poetry, which consist of one hundred and fifty pages, have been published with their own unique dignity."
102,test/054_008_12.jpg,حاصل کیجاتی ہے۔ امسال بھی حسب سابق سیرتِ نبی اکرم صلعم کے متعددعنواناتِ مفیدہ کے ماتحت,"This year too, as before, the biography of the Prophet Muhammad (peace be upon him) is being studied under various useful titles."
103,test/054_008_11.jpg,ضامن ہیں۔”رسول نمبر“ کی ابتدانظام المشایخ سے ہوئی اوراس اجتہادی عمل صالحہ میں ہر سال کامیابی,"We are the guarantors of the ""Rasool No. 1"" system, which began with the Shaykh system, and have succeeded in this righteous act of Ijtihad every year."
104,test/054_008_9.jpg,متین روش اورمستقل سلامت ردی قابل ذکر ہے جوانداز وطرز ابتداسے اختیارکیاہے بدستوراسی,"The firm approach and consistent, consistent approach adopted from the beginning are noteworthy."
105,test/054_008_8.jpg,دہلی کے قدیم ترین رسالہ نظام المشایخ، کی اہم ترین خصوصیات میں اسکی,"The most important features of Nizam al-Mashiakh, the oldest magazine of Delhi, are its"
106,test/054_008_7.jpg,نظام المشایخ”رسول نمبر“,"The ""Rasool No."" System of the Sheikhs"
107,test/054_008_6.jpg,میں ہدیہ تبریک پیش کرتے ہیں۔,I offer congratulations.
108,test/054_008_5.jpg,ملک کے ہرپڑہے لکہے مردعورت کواس رسالہ کی معاونت کرناچاہئے۔ ہم لائق مدیر کی خدمت,Every literate man and woman in the country should support this magazine. We are at the service of a worthy editor.
109,test/054_008_4.jpg,مدیردمالک مولوی کی ادالعزمی اور حب رسول کاثبوت ہے۔ اس رسالہ کی علیحدہ قیمت ۲ ۱ رہے,"The editor, Malik Maulvi, is a testament to his determination and love for the Prophet. The separate price of this magazine is 2 1"
110,test/054_008_3.jpg,کی ضخامت ایک روپیہ سالانہ چندہ میں خریداروں کومفت دیدیتامولوی عبدالحمیدخاں صاحب,The thickness of the book was given free to buyers for an annual donation of one rupee. Molvi Abdul Hamid Khan Sahib
111,test/054_008_2.jpg,صلعلم کی سیرتِ پاک پر مسلم اورمعتدغیر مسلم اہلِ قلم کے مفیدمضامین تقریباً ڈیرھ سوصفحات,Approximately one hundred pages of useful articles by Muslim and non-Muslim writers on the biography of the Prophet Muhammad.
112,test/054_008_1.jpg,ونعتیہ نظموں کامتبرک مجموعہ ہے(اگرچہ اکثرنظمیں مطبوعہ ہیں،سرورق بلاک کارنگین ہے۔ سردرِ کائنات,"Vanitya is a blessed collection of poems (although most of the poems are in print, the cover is Block Corner)."
113,test/054_008_0.jpg,میں نہایت شان وعظت سے شائع ہواہے۔ جوتقریباً ڈیڑسوصفحات کے منتخب اورمقدس مضامین,It has been published with great pomp and ceremony. It consists of selected and sacred articles of approximately one hundred and fifty pages.
114,test/054_007_23.jpg,مذہبی رسالہ”مولوی“ کا”رسول نمبر“ حسب معمول عیدمیلادالنی صلعم کی تقریب,"The ""Rasool No."" of the religious magazine ""Moulvi"" celebrates Eid-ul-Adha as usual."
115,test/054_007_22.jpg,مولویؔ ”رسول نمبر“۔دہلی کے سب سے سَستے اورہندوستان کے سب سے زیادہ کثیرالاشاعت,"Maulvi ""Rasool No."" Delhi's cheapest and India's most popular"
116,test/054_007_21.jpg,”نیرنگِ نظر“,"""The trick of opinion"""
117,test/054_007_20.jpg,قریب میں محاسن ومعائب پر ہرپہلوسے روشنی ڈالیں گے۔کہ اس عامیانہ ہڑبونگ کی قلعی کُہلے۔,"Soon, all sides will shed light on the merits and demerits, to open the door to this general chaos."
118,test/054_007_19.jpg,کامطمح نظر بھی یھی ہو۔بہرحال تفصیلات کیلئے سردست ہم اپنی رائے محفوظ رکہتے ہیں اورمستقل,"This is also the aim of the work. However, we reserve our opinion for the details and remain constant."
119,test/054_007_18.jpg,آزادخیال مولف کی حیثیت سے اپنی تالیف کی تدوین میں متین ثابت ہو۔ اورغالباً ڈاکٹر صاحب,"As a free-thinking author, he must be steadfast in editing his work. And most likely, Dr."
120,test/054_007_17.jpg,فرض ہوتاہے کہ وہ”معمل“ میں ٹیہکرکسی مذہب وملّت سے متاثر نہو اور”سانٹیفک“ اصول سے ایک,"It is assumed that they are ""practical"" and not influenced by any religion or nationality and are based on ""scientific"" principles."
121,test/054_007_16.jpg,رکہکر آزادانہ طورپر کسی خاص ”مذہبیت“ کی رعایت کئے بغیر تاریخ کومکمل کرے۔ کامیاب مورّخ کا,"Let the historian complete history independently, without any regard for any particular ""religion"". The successful historian"
122,test/054_007_15.jpg,کے مطالعہ کی غرض سے ہے۔ اوراس لحاظ سے ایک مورّخ کافرض ہے کہ وہ فلسفہ- تاریخ کوسامنے,"It is for the purpose of studying history. And in this sense, it is the duty of a historian to confront philosophy-history."
123,test/054_007_14.jpg,ہیں کہ ڈاکٹر صاحب نے کسی خاص مذہب کیلئے یہ تاریخ مرتب نہیں کی ہے بلکہ ”ہندوستانی طلباء“,"It is said that the doctor has not compiled this history for any particular religion but for ""Indian students""."
124,test/054_007_13.jpg,ابھی بالاستیعاب نہیں پڑہاہے۔تاہم اسوقت عام غلط فہمی پہیلی ہوئی دیکہکریہ کہناضروری سمجہتے,"It's not overwhelming right now. However, at that time, a common misconception arose that it was necessary to say ""Kari""."
125,test/054_007_12.jpg,مضر ہے۔ الزام یہ ہے کہ مسلمان بادشاہوں کااحترام ملحوظ نہیں رکہاگیاوغیرہ۔ ہم نے اس تاریخ کو,It is harmful. The allegation is that respect for Muslim kings was not observed and so on. We on this date
126,test/054_007_11.jpg,گذر کر ’ذات‘ پر بھی حملے شروع کردیئے ہیں۔ اوربتایاجارہاہے کہ یہ تاریخ مسلمان طلباء کیلئے نہایت,They have also started attacking ‘self’. And it is being said that this history is very important for Muslim students.
127,test/054_007_10.jpg,کاشروع ہوئی ہے۔ ایک خاص طبقہ نے اس تاریخ کی تخریب شروع کرکے ڈاکٹر صاحب کی قابلیت سے,A certain group has started to destroy this history by using Dr. Sahib's ability.
128,test/054_007_9.jpg,سلسلہ میں نہیں ہوئی۔ لیکن اب کچھ مدّت سے جب سے کہ یوپی کونسل کے مسئلہ انتخاب کی سلسلہ جنبانی,"It has not been in the series. But for some time now, since the UP Council election issue has been in the series of elections."
129,test/054_007_8.jpg,”تاریخِ ہند“ مرتب کی تھی۔ جس کی اشاعت کوبھی عرصہ ہوا۔ جب سے اب تک کوئی قابل ذکر رائے زنی اس,"""History of India"" was compiled. It has been some time since its publication. Since then, no significant opinion has been expressed on it."
